ID do Produto,Nome do Produto,Categoria,Quantidade em Estoque,Data de Entrada,Fornecedor,Localização no Estoque,Data de Venda,Quantidade Vendida
256,Empilhadeira produce,Pulverizador,29,2024-01-14,PooleTrujillo,Galpao 2,2023-04-06,6
257,Trator democratic,Trator,49,2024-06-30,Mercer Perez and Sanchez,Galpao 5,2022-04-30,7
257,Trator democratic,Trator,2,2024-07-05,Mercer Perez and Sanchez,Galpao 5,2023-11-02,9
257,Trator democratic,Trator,31,2024-04-10,Mercer Perez and Sanchez,Galpao 5,2022-09-18,2
257,Trator democratic,Trator,42,2024-01-09,Mercer Perez and Sanchez,Galpao 5,2022-08-25,5
257,Trator democratic,Trator,43,2024-04-03,Mercer Perez and Sanchez,Galpao 5,2023-06-08,7
258,Trator past,Pulverizador,38,2024-03-25,Lewis LLC,Galpao 6,2022-11-30,3
258,Trator past,Pulverizador,45,2024-01-14,Lewis LLC,Galpao 6,2023-09-15,7
258,Trator past,Pulverizador,17,2024-02-14,Lewis LLC,Galpao 6,2022-02-14,4
258,Trator past,Pulverizador,32,2024-02-07,Lewis LLC,Galpao 6,2022-12-26,2
258,Trator past,Pulverizador,15,2024-04-25,Lewis LLC,Galpao 6,2022-07-05,5
259,Empilhadeira represent,Plantadeira,41,2024-01-29,Anderson Johnson and Coleman,Galpao 4,2022-11-24,1
259,Empilhadeira represent,Plantadeira,23,2024-07-04,Anderson Johnson and Coleman,Galpao 4,2022-07-17,5
259,Empilhadeira represent,Plantadeira,35,2024-05-03,Anderson Johnson and Coleman,Galpao 4,2023-03-29,2
259,Empilhadeira represent,Plantadeira,22,2024-01-26,Anderson Johnson and Coleman,Galpao 4,2023-12-11,9
259,Empilhadeira represent,Plantadeira,28,2024-05-14,Anderson Johnson and Coleman,Galpao 4,2022-09-18,1
260,Trator somebody,Trator,47,2024-06-03,ParrishBowen,Galpao 2,2023-08-30,5
260,Trator somebody,Trator,20,2024-04-13,ParrishBowen,Galpao 2,2023-08-01,3
260,Trator somebody,Trator,14,2024-01-04,ParrishBowen,Galpao 2,2022-07-05,5
260,Trator somebody,Trator,40,2024-02-05,ParrishBowen,Galpao 2,2022-06-19,4
260,Trator somebody,Trator,11,2024-01-16,ParrishBowen,Galpao 2,2023-08-30,4
261,Empilhadeira red,Colheitadeira,39,2024-05-15,MckeeJohnson,Galpao 1,2023-08-07,8
261,Empilhadeira red,Colheitadeira,17,2024-02-03,MckeeJohnson,Galpao 1,2022-12-10,9
261,Empilhadeira red,Colheitadeira,2,2024-02-03,MckeeJohnson,Galpao 1,2023-02-16,1
261,Empilhadeira red,Colheitadeira,5,2024-05-11,MckeeJohnson,Galpao 1,2023-11-08,2
261,Empilhadeira red,Colheitadeira,2,2024-02-22,MckeeJohnson,Galpao 1,2023-01-28,1
262,Pulverizador wait,Empilhadeira,10,2024-02-06,Bush PLC,Galpao 8,2022-03-31,10
262,Pulverizador wait,Empilhadeira,25,2024-02-27,Bush PLC,Galpao 8,2022-07-25,3
262,Pulverizador wait,Empilhadeira,11,2024-03-02,Bush PLC,Galpao 8,2023-06-16,2
262,Pulverizador wait,Empilhadeira,27,2024-06-06,Bush PLC,Galpao 8,2023-07-17,2
262,Pulverizador wait,Empilhadeira,11,2024-07-02,Bush PLC,Galpao 8,2022-07-12,1
263,Pulverizador improve,Pulverizador,14,2024-03-29,CrawfordMoore,Galpao 2,2023-03-08,9
263,Pulverizador improve,Pulverizador,17,2024-04-03,CrawfordMoore,Galpao 2,2022-05-02,10
263,Pulverizador improve,Pulverizador,47,2024-05-16,CrawfordMoore,Galpao 2,2022-04-04,8
263,Pulverizador improve,Pulverizador,6,2024-03-24,CrawfordMoore,Galpao 2,2022-04-23,3
263,Pulverizador improve,Pulverizador,7,2024-01-28,CrawfordMoore,Galpao 2,2023-07-16,1
264,Trator read,Empilhadeira,31,2024-02-19,Johnson Morton and Mcdaniel,Galpao 5,2022-01-06,5
264,Trator read,Empilhadeira,11,2024-06-09,Johnson Morton and Mcdaniel,Galpao 5,2023-08-14,5
264,Trator read,Empilhadeira,5,2024-03-18,Johnson Morton and Mcdaniel,Galpao 5,2022-10-05,8
264,Trator read,Empilhadeira,42,2024-03-09,Johnson Morton and Mcdaniel,Galpao 5,2022-08-05,9
264,Trator read,Empilhadeira,41,2024-03-04,Johnson Morton and Mcdaniel,Galpao 5,2022-02-24,9
265,Plantadeira discussion,Trator,23,2024-04-30,Richards Campbell and Williams,Galpao 10,2022-09-04,3
265,Plantadeira discussion,Trator,17,2024-05-11,Richards Campbell and Williams,Galpao 10,2022-02-26,2
265,Plantadeira discussion,Trator,13,2024-06-14,Richards Campbell and Williams,Galpao 10,2023-07-20,2
265,Plantadeira discussion,Trator,41,2024-05-10,Richards Campbell and Williams,Galpao 10,2023-05-28,6
265,Plantadeira discussion,Trator,3,2024-02-07,Richards Campbell and Williams,Galpao 10,2023-01-08,1
266,Plantadeira position,Plantadeira,19,2024-01-17,Hunt Arias and Copeland,Galpao 9,2022-05-20,10
266,Plantadeira position,Plantadeira,3,2024-06-08,Hunt Arias and Copeland,Galpao 9,2023-11-21,6
266,Plantadeira position,Plantadeira,27,2024-03-05,Hunt Arias and Copeland,Galpao 9,2023-04-09,10
266,Plantadeira position,Plantadeira,23,2024-04-23,Hunt Arias and Copeland,Galpao 9,2022-04-13,6
266,Plantadeira position,Plantadeira,13,2024-01-16,Hunt Arias and Copeland,Galpao 9,2023-01-18,1
267,Colheitadeira common,Colheitadeira,47,2024-01-06,Hunt Reynolds and Michael,Galpao 7,2023-12-25,1
267,Colheitadeira common,Colheitadeira,20,2024-05-21,Hunt Reynolds and Michael,Galpao 7,2022-08-19,5
267,Colheitadeira common,Colheitadeira,2,2024-06-08,Hunt Reynolds and Michael,Galpao 7,2022-05-04,10
267,Colheitadeira common,Colheitadeira,15,2024-06-21,Hunt Reynolds and Michael,Galpao 7,2022-05-30,3
267,Colheitadeira common,Colheitadeira,6,2024-04-01,Hunt Reynolds and Michael,Galpao 7,2022-04-25,10
268,Colheitadeira dog,Colheitadeira,13,2024-05-27,Benitez Crawford and Ford,Galpao 8,2022-02-15,6
268,Colheitadeira dog,Colheitadeira,50,2024-04-23,Benitez Crawford and Ford,Galpao 8,2023-07-18,6
268,Colheitadeira dog,Colheitadeira,24,2024-01-18,Benitez Crawford and Ford,Galpao 8,2023-11-21,1
268,Colheitadeira dog,Colheitadeira,33,2024-02-08,Benitez Crawford and Ford,Galpao 8,2023-12-02,6
268,Colheitadeira dog,Colheitadeira,11,2024-04-02,Benitez Crawford and Ford,Galpao 8,2022-04-03,8
269,Colheitadeira once,Plantadeira,15,2024-03-04,JohnsonMckinney,Galpao 9,2022-08-31,4
269,Colheitadeira once,Plantadeira,16,2024-06-02,JohnsonMckinney,Galpao 9,2022-04-22,9
269,Colheitadeira once,Plantadeira,11,2024-02-26,JohnsonMckinney,Galpao 9,2022-06-06,5
269,Colheitadeira once,Plantadeira,45,2024-02-04,JohnsonMckinney,Galpao 9,2023-12-16,2
269,Colheitadeira once,Plantadeira,50,2024-05-08,JohnsonMckinney,Galpao 9,2023-02-17,10
270,Colheitadeira color,Plantadeira,44,2024-02-07,AndersonWatts,Galpao 9,2022-12-11,4
270,Colheitadeira color,Plantadeira,17,2024-05-19,AndersonWatts,Galpao 9,2023-03-01,7
270,Colheitadeira color,Plantadeira,19,2024-02-09,AndersonWatts,Galpao 9,2023-03-06,10
270,Colheitadeira color,Plantadeira,34,2024-02-13,AndersonWatts,Galpao 9,2023-11-30,4
270,Colheitadeira color,Plantadeira,34,2024-03-24,AndersonWatts,Galpao 9,2022-07-11,9
271,Trator loss,Plantadeira,31,2024-04-13,Turner Torres and Maldonado,Galpao 6,2022-11-06,4
271,Trator loss,Plantadeira,11,2024-06-30,Turner Torres and Maldonado,Galpao 6,2022-08-06,6
271,Trator loss,Plantadeira,34,2024-01-02,Turner Torres and Maldonado,Galpao 6,2023-09-01,9
271,Trator loss,Plantadeira,36,2024-02-03,Turner Torres and Maldonado,Galpao 6,2022-07-24,2
271,Trator loss,Plantadeira,1,2024-06-14,Turner Torres and Maldonado,Galpao 6,2022-04-28,9
272,Colheitadeira short,Pulverizador,8,2024-04-25,ZunigaWatson,Galpao 7,2022-04-20,5
272,Colheitadeira short,Pulverizador,7,2024-06-23,ZunigaWatson,Galpao 7,2023-10-02,3
272,Colheitadeira short,Pulverizador,8,2024-03-25,ZunigaWatson,Galpao 7,2022-12-15,8
272,Colheitadeira short,Pulverizador,6,2024-02-19,ZunigaWatson,Galpao 7,2023-03-27,4
272,Colheitadeira short,Pulverizador,12,2024-05-25,ZunigaWatson,Galpao 7,2023-01-27,4
273,Trator name,Plantadeira,17,2024-06-25,Smith Holloway and Reynolds,Galpao 1,2022-09-05,10
273,Trator name,Plantadeira,46,2024-01-10,Smith Holloway and Reynolds,Galpao 1,2022-12-14,5
273,Trator name,Plantadeira,38,2024-04-30,Smith Holloway and Reynolds,Galpao 1,2022-11-25,5
273,Trator name,Plantadeira,3,2024-06-19,Smith Holloway and Reynolds,Galpao 1,2023-10-18,2
273,Trator name,Plantadeira,6,2024-02-06,Smith Holloway and Reynolds,Galpao 1,2023-10-06,1
274,Plantadeira find,Trator,4,2024-02-14,Ryan Group,Galpao 6,2022-09-05,1
274,Plantadeira find,Trator,34,2024-05-23,Ryan Group,Galpao 6,2022-01-28,2
274,Plantadeira find,Trator,5,2024-01-06,Ryan Group,Galpao 6,2023-06-05,3
274,Plantadeira find,Trator,36,2024-03-03,Ryan Group,Galpao 6,2023-07-07,6
274,Plantadeira find,Trator,18,2024-04-24,Ryan Group,Galpao 6,2023-04-23,2
275,Colheitadeira court,Colheitadeira,50,2024-06-27,Crawford Andrews and Eaton,Galpao 3,2023-10-14,7
275,Colheitadeira court,Colheitadeira,29,2024-05-27,Crawford Andrews and Eaton,Galpao 3,2022-05-11,3
275,Colheitadeira court,Colheitadeira,44,2024-05-04,Crawford Andrews and Eaton,Galpao 3,2023-10-15,4
275,Colheitadeira court,Colheitadeira,48,2024-03-13,Crawford Andrews and Eaton,Galpao 3,2023-02-13,6
275,Colheitadeira court,Colheitadeira,34,2024-02-27,Crawford Andrews and Eaton,Galpao 3,2022-04-21,10
276,Trator director,Pulverizador,44,2024-06-28,Walter Williams and Spence,Galpao 1,2023-08-25,4
276,Trator director,Pulverizador,50,2024-01-10,Walter Williams and Spence,Galpao 1,2022-11-16,3
276,Trator director,Pulverizador,29,2024-01-28,Walter Williams and Spence,Galpao 1,2023-10-27,1
276,Trator director,Pulverizador,6,2024-06-23,Walter Williams and Spence,Galpao 1,2022-01-20,10
276,Trator director,Pulverizador,24,2024-06-01,Walter Williams and Spence,Galpao 1,2023-12-06,9
277,Trator less,Trator,11,2024-04-30,Bryant Ltd,Galpao 2,2022-06-30,1
277,Trator less,Trator,44,2024-04-03,Bryant Ltd,Galpao 2,2023-02-26,8
277,Trator less,Trator,32,2024-04-02,Bryant Ltd,Galpao 2,2022-09-13,3
277,Trator less,Trator,45,2024-03-14,Bryant Ltd,Galpao 2,2022-03-17,6
277,Trator less,Trator,1,2024-07-01,Bryant Ltd,Galpao 2,2022-04-11,2
278,Pulverizador special,Empilhadeira,42,2024-02-11,Frank Barker and Moore,Galpao 6,2023-03-07,2
278,Pulverizador special,Empilhadeira,40,2024-05-09,Frank Barker and Moore,Galpao 6,2023-03-26,9
278,Pulverizador special,Empilhadeira,46,2024-06-19,Frank Barker and Moore,Galpao 6,2022-09-28,8
278,Pulverizador special,Empilhadeira,5,2024-01-27,Frank Barker and Moore,Galpao 6,2023-01-22,7
278,Pulverizador special,Empilhadeira,2,2024-05-09,Frank Barker and Moore,Galpao 6,2022-09-29,3
279,Trator capital,Pulverizador,23,2024-03-12,Willis Davis and Rios,Galpao 2,2022-10-15,5
279,Trator capital,Pulverizador,20,2024-03-27,Willis Davis and Rios,Galpao 2,2023-08-04,1
279,Trator capital,Pulverizador,9,2024-07-05,Willis Davis and Rios,Galpao 2,2022-08-28,6
279,Trator capital,Pulverizador,30,2024-02-13,Willis Davis and Rios,Galpao 2,2022-02-10,5
279,Trator capital,Pulverizador,33,2024-02-12,Willis Davis and Rios,Galpao 2,2023-05-10,6
280,Trator pretty,Plantadeira,1,2024-03-21,Conner Wright and Lopez,Galpao 9,2022-07-05,1
280,Trator pretty,Plantadeira,48,2024-02-21,Conner Wright and Lopez,Galpao 9,2022-02-18,7
280,Trator pretty,Plantadeira,30,2024-01-02,Conner Wright and Lopez,Galpao 9,2022-08-17,2
280,Trator pretty,Plantadeira,17,2024-06-08,Conner Wright and Lopez,Galpao 9,2022-01-10,9
280,Trator pretty,Plantadeira,28,2024-01-21,Conner Wright and Lopez,Galpao 9,2022-06-12,10
281,Empilhadeira create,Pulverizador,16,2024-05-30,Scott Robinson and Hughes,Galpao 5,2023-10-14,6
281,Empilhadeira create,Pulverizador,45,2024-01-15,Scott Robinson and Hughes,Galpao 5,2023-11-19,4
281,Empilhadeira create,Pulverizador,11,2024-02-05,Scott Robinson and Hughes,Galpao 5,2022-05-02,7
281,Empilhadeira create,Pulverizador,29,2024-06-02,Scott Robinson and Hughes,Galpao 5,2023-04-14,1
281,Empilhadeira create,Pulverizador,43,2024-06-24,Scott Robinson and Hughes,Galpao 5,2022-03-19,4
282,Pulverizador dark,Colheitadeira,44,2024-06-16,Torres and Sons,Galpao 9,2023-03-31,5
282,Pulverizador dark,Colheitadeira,3,2024-01-23,Torres and Sons,Galpao 9,2023-03-18,2
282,Pulverizador dark,Colheitadeira,1,2024-04-16,Torres and Sons,Galpao 9,2022-06-15,3
282,Pulverizador dark,Colheitadeira,11,2024-04-25,Torres and Sons,Galpao 9,2023-02-20,8
282,Pulverizador dark,Colheitadeira,49,2024-01-30,Torres and Sons,Galpao 9,2022-01-01,5
283,Colheitadeira order,Pulverizador,25,2024-02-21,SnyderGarcia,Galpao 1,2022-06-01,1
283,Colheitadeira order,Pulverizador,17,2024-04-18,SnyderGarcia,Galpao 1,2022-09-16,1
283,Colheitadeira order,Pulverizador,16,2024-03-29,SnyderGarcia,Galpao 1,2022-11-04,2
283,Colheitadeira order,Pulverizador,3,2024-02-03,SnyderGarcia,Galpao 1,2023-02-26,1
283,Colheitadeira order,Pulverizador,14,2024-03-07,SnyderGarcia,Galpao 1,2023-04-20,4
284,Pulverizador ability,Empilhadeira,16,2024-04-25,Arnold Wilson and Brown,Galpao 2,2023-04-05,9
284,Pulverizador ability,Empilhadeira,15,2024-07-03,Arnold Wilson and Brown,Galpao 2,2022-12-13,8
284,Pulverizador ability,Empilhadeira,6,2024-02-23,Arnold Wilson and Brown,Galpao 2,2023-02-07,4
284,Pulverizador ability,Empilhadeira,44,2024-05-22,Arnold Wilson and Brown,Galpao 2,2023-12-05,3
284,Pulverizador ability,Empilhadeira,23,2024-04-10,Arnold Wilson and Brown,Galpao 2,2023-01-17,6
285,Colheitadeira thus,Trator,37,2024-05-15,Burgess Ramsey and Hudson,Galpao 3,2022-09-28,3
285,Colheitadeira thus,Trator,40,2024-06-16,Burgess Ramsey and Hudson,Galpao 3,2023-04-08,10
285,Colheitadeira thus,Trator,23,2024-03-25,Burgess Ramsey and Hudson,Galpao 3,2023-05-01,8
285,Colheitadeira thus,Trator,39,2024-04-12,Burgess Ramsey and Hudson,Galpao 3,2023-06-07,8
285,Colheitadeira thus,Trator,10,2024-05-21,Burgess Ramsey and Hudson,Galpao 3,2023-03-15,4
286,Trator prove,Pulverizador,6,2024-01-21,Stevenson Inc,Galpao 1,2022-03-31,2
286,Trator prove,Pulverizador,21,2024-05-12,Stevenson Inc,Galpao 1,2022-03-30,10
286,Trator prove,Pulverizador,30,2024-01-02,Stevenson Inc,Galpao 1,2022-10-11,7
286,Trator prove,Pulverizador,34,2024-06-21,Stevenson Inc,Galpao 1,2023-02-11,9
286,Trator prove,Pulverizador,29,2024-03-01,Stevenson Inc,Galpao 1,2022-11-21,5
287,Plantadeira late,Empilhadeira,26,2024-03-23,Mendez Mcgrath and Cline,Galpao 9,2022-06-22,1
287,Plantadeira late,Empilhadeira,31,2024-04-19,Mendez Mcgrath and Cline,Galpao 9,2022-05-17,3
287,Plantadeira late,Empilhadeira,22,2024-04-11,Mendez Mcgrath and Cline,Galpao 9,2022-11-16,10
287,Plantadeira late,Empilhadeira,15,2024-06-27,Mendez Mcgrath and Cline,Galpao 9,2023-05-08,8
287,Plantadeira late,Empilhadeira,21,2024-07-04,Mendez Mcgrath and Cline,Galpao 9,2023-08-08,10
288,Trator summer,Pulverizador,36,2024-01-31,Bond Aguirre and Hines,Galpao 5,2023-04-25,4
288,Trator summer,Pulverizador,12,2024-01-09,Bond Aguirre and Hines,Galpao 5,2023-06-13,8
288,Trator summer,Pulverizador,24,2024-05-18,Bond Aguirre and Hines,Galpao 5,2023-02-22,4
288,Trator summer,Pulverizador,40,2024-03-21,Bond Aguirre and Hines,Galpao 5,2023-09-29,1
288,Trator summer,Pulverizador,9,2024-05-11,Bond Aguirre and Hines,Galpao 5,2023-12-13,9
289,Trator government,Plantadeira,34,2024-02-27,WeberRamos,Galpao 8,2023-02-12,6
289,Trator government,Plantadeira,40,2024-02-21,WeberRamos,Galpao 8,2022-11-13,3
289,Trator government,Plantadeira,27,2024-02-13,WeberRamos,Galpao 8,2022-01-02,5
289,Trator government,Plantadeira,50,2024-03-10,WeberRamos,Galpao 8,2023-09-26,6
289,Trator government,Plantadeira,30,2024-05-30,WeberRamos,Galpao 8,2022-07-05,6
290,Empilhadeira decide,Pulverizador,33,2024-02-28,KelleyGreene,Galpao 6,2022-11-05,1
290,Empilhadeira decide,Pulverizador,18,2024-07-04,KelleyGreene,Galpao 6,2022-01-20,1
290,Empilhadeira decide,Pulverizador,16,2024-01-19,KelleyGreene,Galpao 6,2022-10-13,10
290,Empilhadeira decide,Pulverizador,11,2024-03-15,KelleyGreene,Galpao 6,2023-11-30,9
290,Empilhadeira decide,Pulverizador,33,2024-04-13,KelleyGreene,Galpao 6,2022-10-30,10
291,Trator international,Empilhadeira,36,2024-04-05,Davis Group,Galpao 1,2022-11-10,4
291,Trator international,Empilhadeira,16,2024-03-25,Davis Group,Galpao 1,2023-03-24,4
291,Trator international,Empilhadeira,41,2024-05-28,Davis Group,Galpao 1,2022-04-02,6
291,Trator international,Empilhadeira,26,2024-04-17,Davis Group,Galpao 1,2022-03-02,9
291,Trator international,Empilhadeira,8,2024-01-09,Davis Group,Galpao 1,2022-04-15,6
292,Colheitadeira heavy,Trator,40,2024-01-13,Mayer Herring and Bell,Galpao 6,2022-06-27,2
292,Colheitadeira heavy,Trator,4,2024-04-24,Mayer Herring and Bell,Galpao 6,2023-03-31,7
292,Colheitadeira heavy,Trator,46,2024-07-05,Mayer Herring and Bell,Galpao 6,2023-07-16,2
292,Colheitadeira heavy,Trator,22,2024-05-01,Mayer Herring and Bell,Galpao 6,2022-06-13,8
292,Colheitadeira heavy,Trator,10,2024-06-19,Mayer Herring and Bell,Galpao 6,2022-11-14,7
293,Empilhadeira wife,Pulverizador,18,2024-03-14,CrosbyPowell,Galpao 6,2023-07-14,10
293,Empilhadeira wife,Pulverizador,24,2024-04-22,CrosbyPowell,Galpao 6,2022-07-23,6
293,Empilhadeira wife,Pulverizador,21,2024-04-03,CrosbyPowell,Galpao 6,2022-12-15,10
293,Empilhadeira wife,Pulverizador,25,2024-03-29,CrosbyPowell,Galpao 6,2023-05-04,5
293,Empilhadeira wife,Pulverizador,10,2024-05-18,CrosbyPowell,Galpao 6,2022-08-09,9
294,Empilhadeira both,Plantadeira,44,2024-07-02,EllisReeves,Galpao 7,2023-11-16,4
294,Empilhadeira both,Plantadeira,45,2024-02-18,EllisReeves,Galpao 7,2022-09-09,5
294,Empilhadeira both,Plantadeira,29,2024-01-30,EllisReeves,Galpao 7,2022-10-13,5
294,Empilhadeira both,Plantadeira,23,2024-01-29,EllisReeves,Galpao 7,2023-10-20,10
294,Empilhadeira both,Plantadeira,37,2024-01-01,EllisReeves,Galpao 7,2023-08-03,9
295,Colheitadeira catch,Empilhadeira,47,2024-01-02,Rogers Inc,Galpao 2,2022-06-27,1
295,Colheitadeira catch,Empilhadeira,16,2024-01-08,Rogers Inc,Galpao 2,2023-11-09,10
295,Colheitadeira catch,Empilhadeira,10,2024-06-23,Rogers Inc,Galpao 2,2023-04-17,5
295,Colheitadeira catch,Empilhadeira,42,2024-05-28,Rogers Inc,Galpao 2,2022-11-13,3
295,Colheitadeira catch,Empilhadeira,38,2024-05-03,Rogers Inc,Galpao 2,2022-08-23,5
296,Pulverizador factor,Colheitadeira,3,2024-06-14,Dalton and Sons,Galpao 7,2022-07-11,6
296,Pulverizador factor,Colheitadeira,32,2024-04-22,Dalton and Sons,Galpao 7,2023-07-05,7
296,Pulverizador factor,Colheitadeira,48,2024-01-12,Dalton and Sons,Galpao 7,2022-04-17,6
296,Pulverizador factor,Colheitadeira,17,2024-04-23,Dalton and Sons,Galpao 7,2022-07-28,1
296,Pulverizador factor,Colheitadeira,26,2024-06-30,Dalton and Sons,Galpao 7,2023-09-17,5
297,Pulverizador relationship,Trator,2,2024-03-12,Coffey Inc,Galpao 8,2023-01-12,4
297,Pulverizador relationship,Trator,39,2024-06-22,Coffey Inc,Galpao 8,2022-01-04,5
297,Pulverizador relationship,Trator,8,2024-03-19,Coffey Inc,Galpao 8,2023-09-26,7
297,Pulverizador relationship,Trator,43,2024-02-25,Coffey Inc,Galpao 8,2023-01-14,8
297,Pulverizador relationship,Trator,23,2024-05-05,Coffey Inc,Galpao 8,2023-04-23,2
298,Pulverizador soldier,Plantadeira,9,2024-01-17,BrooksJones,Galpao 5,2023-05-06,3
298,Pulverizador soldier,Plantadeira,40,2024-04-01,BrooksJones,Galpao 5,2023-07-21,9
298,Pulverizador soldier,Plantadeira,39,2024-01-29,BrooksJones,Galpao 5,2023-06-15,4
298,Pulverizador soldier,Plantadeira,46,2024-06-25,BrooksJones,Galpao 5,2023-05-15,9
298,Pulverizador soldier,Plantadeira,33,2024-01-20,BrooksJones,Galpao 5,2022-01-08,7
299,Trator share,Trator,22,2024-03-11,May Ltd,Galpao 8,2022-04-23,10
299,Trator share,Trator,6,2024-01-03,May Ltd,Galpao 8,2023-03-09,1
299,Trator share,Trator,14,2024-01-20,May Ltd,Galpao 8,2023-03-22,2
299,Trator share,Trator,24,2024-02-17,May Ltd,Galpao 8,2022-05-16,4
299,Trator share,Trator,37,2024-06-04,May Ltd,Galpao 8,2022-07-08,7
300,Pulverizador ahead,Colheitadeira,43,2024-03-17,Simpson Ltd,Galpao 10,2022-08-15,7
300,Pulverizador ahead,Colheitadeira,50,2024-02-20,Simpson Ltd,Galpao 10,2022-12-28,3
300,Pulverizador ahead,Colheitadeira,28,2024-01-28,Simpson Ltd,Galpao 10,2022-05-04,7
300,Pulverizador ahead,Colheitadeira,1,2024-02-10,Simpson Ltd,Galpao 10,2023-08-10,6
300,Pulverizador ahead,Colheitadeira,32,2024-01-22,Simpson Ltd,Galpao 10,2022-04-27,10
301,Empilhadeira surface,Pulverizador,35,2024-01-14,NixonWoodard,Galpao 6,2023-05-01,10
301,Empilhadeira surface,Pulverizador,22,2024-01-11,NixonWoodard,Galpao 6,2022-01-03,10
301,Empilhadeira surface,Pulverizador,32,2024-06-17,NixonWoodard,Galpao 6,2022-11-13,2
301,Empilhadeira surface,Pulverizador,18,2024-04-07,NixonWoodard,Galpao 6,2022-09-21,5
301,Empilhadeira surface,Pulverizador,9,2024-04-12,NixonWoodard,Galpao 6,2022-06-13,8
302,Trator vote,Trator,42,2024-03-20,Smith Moreno and Howard,Galpao 1,2023-02-13,7
302,Trator vote,Trator,21,2024-01-21,Smith Moreno and Howard,Galpao 1,2022-03-21,9
302,Trator vote,Trator,46,2024-03-27,Smith Moreno and Howard,Galpao 1,2023-12-01,10
302,Trator vote,Trator,35,2024-01-07,Smith Moreno and Howard,Galpao 1,2023-12-17,4
302,Trator vote,Trator,40,2024-01-24,Smith Moreno and Howard,Galpao 1,2022-02-08,2
303,Trator American,Trator,24,2024-06-26,Yu PLC,Galpao 3,2022-09-23,5
303,Trator American,Trator,10,2024-01-28,Yu PLC,Galpao 3,2023-10-22,4
303,Trator American,Trator,6,2024-06-01,Yu PLC,Galpao 3,2023-12-17,5
303,Trator American,Trator,26,2024-01-23,Yu PLC,Galpao 3,2022-11-10,7
303,Trator American,Trator,18,2024-02-26,Yu PLC,Galpao 3,2023-12-10,5
304,Trator message,Plantadeira,41,2024-02-16,Jones Ltd,Galpao 10,2022-02-24,6
304,Trator message,Plantadeira,18,2024-04-15,Jones Ltd,Galpao 10,2023-07-28,2
304,Trator message,Plantadeira,14,2024-03-20,Jones Ltd,Galpao 10,2022-03-09,3
304,Trator message,Plantadeira,21,2024-07-03,Jones Ltd,Galpao 10,2023-01-02,2
304,Trator message,Plantadeira,21,2024-06-30,Jones Ltd,Galpao 10,2023-05-26,8
305,Plantadeira special,Empilhadeira,41,2024-06-14,Perez and Sons,Galpao 3,2023-02-08,6
305,Plantadeira special,Empilhadeira,21,2024-04-20,Perez and Sons,Galpao 3,2023-03-05,8
305,Plantadeira special,Empilhadeira,31,2024-02-09,Perez and Sons,Galpao 3,2023-10-24,3
305,Plantadeira special,Empilhadeira,29,2024-05-06,Perez and Sons,Galpao 3,2022-10-06,7
305,Plantadeira special,Empilhadeira,22,2024-03-16,Perez and Sons,Galpao 3,2022-06-19,5
306,Empilhadeira relationship,Colheitadeira,50,2024-05-27,Joseph Morgan and Allen,Galpao 8,2022-05-10,9
306,Empilhadeira relationship,Colheitadeira,16,2024-01-24,Joseph Morgan and Allen,Galpao 8,2023-05-18,9
306,Empilhadeira relationship,Colheitadeira,39,2024-03-02,Joseph Morgan and Allen,Galpao 8,2022-06-10,4
306,Empilhadeira relationship,Colheitadeira,29,2024-06-14,Joseph Morgan and Allen,Galpao 8,2023-07-26,10
306,Empilhadeira relationship,Colheitadeira,40,2024-06-08,Joseph Morgan and Allen,Galpao 8,2022-07-24,8
307,Colheitadeira field,Empilhadeira,34,2024-05-26,Ramirez Tucker and Gonzalez,Galpao 7,2023-02-08,4
307,Colheitadeira field,Empilhadeira,46,2024-04-23,Ramirez Tucker and Gonzalez,Galpao 7,2023-08-23,2
307,Colheitadeira field,Empilhadeira,48,2024-03-11,Ramirez Tucker and Gonzalez,Galpao 7,2022-07-24,9
307,Colheitadeira field,Empilhadeira,3,2024-06-19,Ramirez Tucker and Gonzalez,Galpao 7,2022-06-20,1
307,Colheitadeira field,Empilhadeira,44,2024-01-19,Ramirez Tucker and Gonzalez,Galpao 7,2022-10-13,8
308,Colheitadeira hour,Pulverizador,22,2024-06-23,LopezHughes,Galpao 7,2022-07-04,2
308,Colheitadeira hour,Pulverizador,32,2024-06-18,LopezHughes,Galpao 7,2023-02-09,1
308,Colheitadeira hour,Pulverizador,17,2024-01-10,LopezHughes,Galpao 7,2023-10-17,3
308,Colheitadeira hour,Pulverizador,48,2024-01-11,LopezHughes,Galpao 7,2023-01-31,7
308,Colheitadeira hour,Pulverizador,7,2024-06-05,LopezHughes,Galpao 7,2022-04-24,8
309,Plantadeira to,Empilhadeira,34,2024-04-15,Williams Wiggins and Martinez,Galpao 8,2023-12-14,2
309,Plantadeira to,Empilhadeira,50,2024-03-07,Williams Wiggins and Martinez,Galpao 8,2022-04-06,6
309,Plantadeira to,Empilhadeira,9,2024-03-23,Williams Wiggins and Martinez,Galpao 8,2022-03-14,6
309,Plantadeira to,Empilhadeira,3,2024-06-26,Williams Wiggins and Martinez,Galpao 8,2022-05-20,3
309,Plantadeira to,Empilhadeira,21,2024-04-21,Williams Wiggins and Martinez,Galpao 8,2023-02-18,6
310,Plantadeira they,Trator,30,2024-06-06,WestMack,Galpao 3,2023-01-09,6
